Description,UnitsSold,Revenue,Orders,Customers,UnitsPerOrder
FOOD/DRINK SPONGE STICKERS,1244,261.24,35,33,35.542857142857144
FOOT STOOL HOME SWEET HOME ,489,5097.65,217,139,2.2534562211981566
FORKED CACTUS CANDLE,100,319.66,34,21,2.9411764705882355
FOUR HOOK  WHITE LOVEBIRDS,1615,3713.54,399,145,4.0476190476190474
FOUR RABBIT EASTER DECORATIONS,72,104.84,15,11,4.8
FRAPPUCINO SCARF KNITTING KIT,344,505.69,73,35,4.712328767123288
FREESTYLE CANVAS ART PICTURE,41,39.65,18,16,2.2777777777777777
FRENCH BATHROOM SIGN BLUE METAL,1476,2511.22,219,125,6.739726027397261
FRENCH BLUE METAL DOOR SIGN 0,594,780.8,99,49,6.0
FRENCH BLUE METAL DOOR SIGN 1,1157,1580.89,199,61,5.814070351758794
FRENCH BLUE METAL DOOR SIGN 2,1001,1389.07,188,59,5.324468085106383
FRENCH BLUE METAL DOOR SIGN 3,844,1152.81,160,59,5.275
FRENCH BLUE METAL DOOR SIGN 4,741,1024.28,152,54,4.875
FRENCH BLUE METAL DOOR SIGN 5,844,1160.29,153,61,5.516339869281046
FRENCH BLUE METAL DOOR SIGN 6,710,973.15,126,45,5.634920634920635
FRENCH BLUE METAL DOOR SIGN 7,677,896.75,113,52,5.991150442477876
FRENCH BLUE METAL DOOR SIGN 8,644,871.49,119,54,5.411764705882353
FRENCH BLUE METAL DOOR SIGN 9,533,728.57,98,41,5.438775510204081
FRENCH BLUE METAL DOOR SIGN No,993,1308.38,158,39,6.284810126582278
FRENCH CARRIAGE LANTERN,137,925.35,58,46,2.3620689655172415
FRENCH CHATEAU LARGE FRUIT BOWL ,10,19.5,4,4,2.5
FRENCH CHATEAU LARGE PLATTER ,70,160.5,18,17,3.888888888888889
FRENCH CHATEAU OVAL PLATTER,15,29.25,6,6,2.5
FRENCH CHATEAU SMALL FRUITBOWL,24,51.599999999999994,8,8,3.0
FRENCH ENAMEL CANDLEHOLDER,1701,3666.2900000000004,317,157,5.365930599369086
FRENCH ENAMEL POT W LID,589,1436.5300000000002,115,66,5.121739130434783
FRENCH ENAMEL UTENSIL HOLDER,45,183.71,16,9,2.8125
FRENCH ENAMEL WATER BASIN,411,1273.11,128,62,3.2109375
FRENCH FLORAL CUSHION COVER ,674,774.79,83,43,8.120481927710843
FRENCH GARDEN SIGN BLUE METAL,794,1019.83,131,85,6.061068702290076
FRENCH KITCHEN SIGN BLUE METAL,1243,1558.91,164,94,7.579268292682927
FRENCH LATTICE CUSHION COVER ,452,527.25,63,35,7.174603174603175
FRENCH LAUNDRY SIGN BLUE METAL,963,1610.35,144,75,6.6875
FRENCH LAVENDER SCENT HEART,1079,1064.44,106,69,10.179245283018869
FRENCH PAISLEY CUSHION COVER,170,141.1,17,14,10.0
FRENCH PAISLEY CUSHION COVER ,575,840.4399999999999,105,44,5.476190476190476
FRENCH STYLE EMBOSSED HEART CABINET,26,571.43,22,19,1.1818181818181819
FRENCH STYLE STORAGE JAR BONBONS,2338,695.06,74,66,31.594594594594593
FRENCH STYLE STORAGE JAR CAFE ,1982,819.4599999999999,70,57,28.314285714285713
FRENCH STYLE STORAGE JAR JAM,323,116.58999999999999,30,27,10.766666666666667
FRENCH TOILET SIGN BLUE METAL,1350,1697.72,187,106,7.219251336898396
FRENCH WC SIGN BLUE METAL,1883,2518.0,301,141,6.255813953488372
FRESHWATER PEARL BRACELET GOLD,3,7.6499999999999995,2,1,1.5
FRESHWATER PEARL BRACELET IVORY,5,12.7,5,0,1.0
FRIDGE MAGNETS LA VIE EN ROSE,1313,1169.8999999999999,87,63,15.091954022988507
FRIDGE MAGNETS LES ENFANTS ASSORTED,1372,1140.97,80,64,17.15
FRIDGE MAGNETS US DINER ASSORTED,1587,1422.8999999999999,102,73,15.558823529411764
FROG CANDLE,64,83.78,19,13,3.3684210526315788
FROG KING WATERING CAN,9,26.55,2,2,4.5
FROG SOCK PUPPET,15,44.25000000000001,8,7,1.875
FROSTED WHITE BASE ,239,119.64,23,15,10.391304347826088
FRUIT SALAD BAG CHARM,64,145.52,45,3,1.4222222222222223
FRUIT TREE AND BIRDS WALL PLAQUE,41,348.53,24,7,1.7083333333333333
FRYING PAN BLUE POLKADOT,193,716.8,87,29,2.218390804597701
FRYING PAN PINK POLKADOT,398,1809.48,140,51,2.842857142857143
FRYING PAN RED POLKADOT ,1,4.25,1,1,1.0
FRYING PAN RED RETROSPOT,467,1923.59,166,71,2.8132530120481927
FRYING PAN UNION FLAG,1334,5837.84,208,68,6.413461538461538
FULL ENGLISH BREAKFAST PLATE,1642,6928.65,296,100,5.547297297297297
FUNKY DIVA PEN,8547,7363.86,233,107,36.682403433476395
FUNKY FLOWER PICNIC BAG FOR 4,2,33.9,2,2,1.0
FUNKY MONKEY CUSHION COVER,232,317.16999999999996,46,12,5.043478260869565
FUNKY MONKEY GIFT BAG MEDIUM,371,173.12,41,19,9.048780487804878
FUNKY MONKEY MUG,1,1.25,1,1,1.0
FUNKY WASHING UP GLOVES ASSORTED,1003,2108.7200000000003,198,127,5.065656565656566
FUSCHIA FLOWER PURSE WITH BEADS,159,145.17,14,13,11.357142857142858
FUSCHIA RETRO BAR STOOL,14,523.3000000000001,5,4,2.8
FUSCHIA TABLE RUN FLOWER ,27,38.75,5,5,5.4
FUSCHIA VOILE POINTY SHOE DEC,97,50.31,15,11,6.466666666666667
GAOLERS KEYS DECORATIVE GARDEN ,938,3486.98,214,115,4.383177570093458
GARAGE KEY FOB,780,567.76,147,81,5.3061224489795915
GARDEN METAL SIGN ,114,203.20999999999998,29,18,3.9310344827586206
GARDEN PATH JOURNAL,247,621.1899999999999,65,40,3.8
GARDEN PATH NOTEBOOK ,15,24.75,8,8,1.875
GARDEN PATH POCKET BOOK,69,58.65,21,18,3.2857142857142856
GARDEN PATH SKETCHBOOK,124,501.07,57,41,2.175438596491228
GARDENERS KNEELING PAD,1,3.36,1,0,1.0
GARDENERS KNEELING PAD CUP OF TEA ,6827,11815.689999999999,758,351,9.006596306068602
GARDENERS KNEELING PAD KEEP CALM ,8825,16357.05,913,405,9.665936473165388
GARDENIA 1 WICK MORRIS BOXED CANDLE,225,775.93,61,48,3.6885245901639343
GARDENIA 3 WICK MORRIS BOXED CANDLE,281,811.99,83,59,3.3855421686746987
GARLAND WITH HEARTS AND BELLS,394,1751.22,100,36,3.94
GARLAND WITH STARS AND BELLS,549,2280.4700000000003,112,38,4.901785714285714
GARLAND WOODEN HAPPY EASTER,1978,2641.93,239,125,8.276150627615063
"GARLAND, MAGIC GARDEN 1.8M",12,23.4,1,1,12.0
"GARLAND, VINTAGE BELLS",92,265.88,10,10,9.2
GEMSTONE CHANDELIER T-LIGHT HOLDER,78,347.70000000000005,7,7,11.142857142857142
GENTLEMAN SHIRT REPAIR KIT ,2166,1837.4699999999998,170,73,12.741176470588234
GEORGIAN TRINKET BOX,144,1719.0,61,49,2.360655737704918
GIANT 50'S CHRISTMAS CRACKER,2668,7072.16,333,260,8.012012012012011
GIANT MEDINA STAMPED METAL BOWL ,2,19.9,2,2,1.0
GIFT BAG BIRTHDAY,940,575.4200000000001,77,42,12.207792207792208
GIFT BAG LARGE 50'S CHRISTMAS,24,30.0,2,2,12.0
GIFT BAG LARGE SPOT ,96,120.0,6,6,16.0
GIFT BAG LARGE VINTAGE CHRISTMAS,148,185.0,9,9,16.444444444444443
GIFT BAG PSYCHEDELIC APPLES,1183,730.47,139,52,8.510791366906474
GIN & TONIC DIET GREETING CARD ,3299,1389.22,246,100,13.410569105691057
GIN + TONIC DIET METAL SIGN,11727,25836.57,759,330,15.450592885375494
GIN AND TONIC DIET METAL SIGN,498,1237.5,50,34,9.96
GIN AND TONIC MUG,2981,4149.929999999999,295,110,10.105084745762712
GINGERBREAD MAN COOKIE CUTTER,7448,9212.15,670,388,11.116417910447762
GINGHAM BABUSHKA DOORSTOP,211,406.49,42,34,5.023809523809524
GINGHAM HEART  DOORSTOP RED,793,2982.0299999999997,241,147,3.2904564315352696
GINGHAM HEART DECORATION,6152,5125.46,413,251,14.895883777239709
GINGHAM OVEN GLOVE RED HEART ,5,26.490000000000002,3,2,1.6666666666666667
GINGHAM RECIPE BOOK BOX,466,2529.42,135,87,3.4518518518518517
GINGHAM ROSE WRAP,1829,768.18,73,68,25.054794520547944
GIRAFFE WOODEN RULER,3889,7608.79,274,185,14.193430656934307
GIRLS ALPHABET IRON ON PATCHES ,13882,2923.13,147,18,94.43537414965986
GIRLS PARTY BAG,47,144.43,13,0,3.6153846153846154
GIRLS VINTAGE TIN SEASIDE BUCKET,1330,3507.17,231,116,5.757575757575758
GIRLY PINK TOOL SET,5,24.75,1,1,5.0
GLAMOROUS  MUG,1296,1459.98,142,81,9.126760563380282
GLASS  BEURRE DISH,881,3721.63,212,82,4.15566037735849
GLASS  SONGBIRD STORAGE JAR,169,2065.14,73,65,2.315068493150685
GLASS AND BEADS BRACELET IVORY,9,33.69,4,1,2.25
GLASS AND PAINTED BEADS BRACELET OL,13,48.77,8,1,1.625
GLASS AND PAINTED BEADS BRACELET TO,15,56.15,10,1,1.5
GLASS APOTHECARY BOTTLE ELIXIR,858,3427.4800000000005,209,122,4.105263157894737
GLASS APOTHECARY BOTTLE PERFUME,1074,4208.96,246,151,4.365853658536586
GLASS APOTHECARY BOTTLE TONIC,925,3678.11,223,135,4.147982062780269
GLASS BEAD HOOP EARRINGS AMETHYST,9,28.4,6,1,1.5
GLASS BEAD HOOP EARRINGS BLACK,6,17.66,3,1,2.0
GLASS BEAD HOOP EARRINGS GREEN,5,14.5,5,0,1.0
GLASS BEAD HOOP EARRINGS MONTANA,3,8.76,3,0,1.0
GLASS BEAD HOOP NECKLACE AMETHYST,3,25.5,3,3,1.0
GLASS BEAD HOOP NECKLACE BLACK,2,17.0,1,1,2.0
GLASS BEAD HOOP NECKLACE GREEN,4,33.82,3,2,1.3333333333333333
GLASS BEAD HOOP NECKLACE MONTANA,3,25.32,3,2,1.0
GLASS BELL JAR LARGE,2,17.0,1,1,2.0
GLASS BELL JAR SMALL,4,15.8,1,1,4.0
GLASS BON BON JAR,2355,4217.73,225,101,10.466666666666667
GLASS BONNE JAM JAR,121,504.97,27,24,4.481481481481482
GLASS CAKE COVER AND PLATE,2,29.9,1,1,2.0
GLASS CHALICE BLUE SMALL ,696,425.08,49,38,14.204081632653061
GLASS CHALICE GREEN  LARGE ,197,364.22,19,10,10.368421052631579
GLASS CHALICE GREEN  SMALL ,161,175.78,19,12,8.473684210526315
GLASS CLOCHE LARGE,350,2934.53,57,36,6.140350877192983
GLASS CLOCHE SMALL,804,3131.02,142,79,5.661971830985915
GLASS HEART T-LIGHT HOLDER ,3336,2906.52,214,96,15.588785046728972
GLASS JAR DAISY FRESH COTTON WOOL,729,2598.23,268,92,2.720149253731343
GLASS JAR DIGESTIVE BISCUITS,619,2010.17,164,69,3.774390243902439
GLASS JAR ENGLISH CONFECTIONERY,1016,3210.52,214,102,4.747663551401869
GLASS JAR KINGS CHOICE,184,608.72,81,47,2.271604938271605
GLASS JAR MARMALADE ,481,1383.75,81,46,5.938271604938271
GLASS JAR PEACOCK BATH SALTS,408,1329.44,133,62,3.0676691729323307
GLASS SONGBIRD STORAGE JAR,11,126.7,3,3,3.6666666666666665
GLASS SPHERE CANDLE STAND MEDIUM,112,689.53,34,23,3.2941176470588234
GLASS STAR FROSTED T-LIGHT HOLDER,518,2519.38,131,79,3.954198473282443
GLASS TWIST BON BON JAR,74,575.25,24,19,3.0833333333333335
GLITTER BUTTERFLY CLIPS,1130,3079.88,241,116,4.6887966804979255
GLITTER CHRISTMAS HEART ,270,233.51999999999998,21,17,12.857142857142858
GLITTER CHRISTMAS STAR ,2473,1067.82,124,95,19.943548387096776
GLITTER CHRISTMAS TREE,912,414.63,58,48,15.724137931034482
GLITTER CHRISTMAS TREE WITH BELLS,740,759.44,97,45,7.628865979381444
GLITTER HANGING BUTTERFLY STRING,1315,2725.05,194,90,6.778350515463917
GLITTER HEART DECORATION,2470,1088.98,142,104,17.3943661971831
GLITTER HEART GARLAND WITH BELLS ,332,1379.72,90,49,3.688888888888889
GLITTER SNOW PEAR TREE DECORATION,20,28.999999999999996,3,2,6.666666666666667
GLITTER STAR GARLAND WITH BELLS ,251,1037.05,62,35,4.048387096774194
GLOW IN DARK DOLPHINS,139,29.19,31,28,4.483870967741935
GOLD APERITIF GLASS,88,34.32,2,1,44.0
GOLD COSMETIC BAG PINK STAR,2,4.2,2,2,1.0
GOLD COSMETICS BAG WITH BUTTERFLY,1,2.1,1,0,1.0
GOLD DIAMANTE STAR BROOCH,12,59.800000000000004,9,2,1.3333333333333333
GOLD EAR MUFF HEADPHONES,38,221.65,25,19,1.52
GOLD FABRIC MIRROR,180,86.76,29,17,6.206896551724138
GOLD FISHING GNOME,68,546.6,36,12,1.8888888888888888
GOLD FLOWER CUSHION COVER ,8,15.6,2,1,4.0
GOLD M PEARL  ORBIT NECKLACE,15,152.84,13,5,1.1538461538461537
GOLD M.O.P ORBIT BRACELET,18,96.52000000000001,18,2,1.0
GOLD M.O.P ORBIT DROP EARRINGS,22,92.28,17,5,1.2941176470588236
GOLD M.O.P. ORBIT NECKLACE,2,5.9,2,2,1.0
GOLD MINI TAPE MEASURE ,1236,958.06,205,30,6.029268292682927
GOLD MUG BONE CHINA TREE OF LIFE,770,969.64,74,53,10.405405405405405
GOLD PHOTO FRAME,216,466.53000000000003,39,19,5.538461538461538
GOLD PRINT PAPER BAG,19,3.6100000000000003,2,2,9.5
GOLD SCROLL GLASS T-LIGHT HOLDER,80,137.22000000000003,5,5,16.0
GOLD STANDING GNOME,106,398.02,28,11,3.7857142857142856
GOLD TEDDY BEAR,15,42.7,5,2,3.0
GOLD WASHBAG,27,54.57,10,3,2.7
GOLD WINE GOBLET,168,132.72,8,6,21.0
GOLD/AMBER DROP EARRINGS W LEAF,13,38.18,7,1,1.8571428571428572
GOLD/M.O.P PENDANT ORBIT NECKLACE,22,184.66,19,6,1.1578947368421053
GOLDIE LOOKING MIRROR,17,84.15,6,5,2.8333333333333335
GRAND CHOCOLATECANDLE,5978,8225.0,292,195,20.472602739726028
GRASS HOPPER WOODEN WALL CLOCK ,272,374.12,34,21,8.0
GREEN  DIAMANTE PEN IN GIFT BOX,76,178.89,33,5,2.303030303030303
GREEN 3 PIECE POLKADOT CUTLERY SET,850,3110.9100000000003,79,55,10.759493670886076
GREEN BIRDHOUSE DECORATION,440,310.49,59,31,7.4576271186440675
GREEN BITTY LIGHT CHAIN,194,383.25,60,15,3.2333333333333334
GREEN CAT FLORAL CUSHION COVER ,73,345.17,54,4,1.3518518518518519
GREEN CHRISTMAS TREE CARD HOLDER,1266,3245.68,192,123,6.59375
GREEN CHRISTMAS TREE STRING 20LIGHT,42,191.1,11,9,3.8181818181818183
GREEN CRYSTAL DROP EARRINGS,2,5.8,2,0,1.0
GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2087,2754.4,191,82,10.926701570680628
GREEN DROP EARRINGS W BEAD CLUSTER,12,40.03,8,1,1.5
GREEN EASTER EGG HUNT START POST,28,56.779999999999994,11,9,2.5454545454545454
GREEN ENAMEL FLOWER HAIR TIE,20,58.71,14,2,1.4285714285714286
GREEN ENAMEL FLOWER RING,77,225.84,31,9,2.4838709677419355
GREEN ENAMEL+GLASS HAIR COMB,185,357.74,54,7,3.425925925925926
GREEN FERN JOURNAL ,177,441.12,55,31,3.2181818181818183
GREEN FERN NOTEBOOK,86,141.23999999999998,44,21,1.9545454545454546
GREEN FERN POCKET BOOK,63,53.55,22,20,2.8636363636363638
GREEN FERN SKETCHBOOK ,106,420.08,56,42,1.8928571428571428
GREEN GEISHA GIRL ,46,146.05,28,10,1.6428571428571428
GREEN GIANT GARDEN THERMOMETER,430,2704.71,148,94,2.9054054054054053
GREEN GLASS TASSLE BAG CHARM,35,79.76,16,6,2.1875
GREEN GOOSE FEATHER CHRISTMAS TREE ,187,672.09,45,24,4.155555555555556
GREEN GOOSE FEATHER TREE 60CM,171,356.96999999999997,42,32,4.071428571428571
GREEN HEART COMPACT MIRROR,220,318.31,33,17,6.666666666666667
GREEN HEART OF GLASS BRACELET,14,83.29,6,5,2.3333333333333335
GREEN JUICY FRUIT PHOTO FRAME,94,261.89,39,23,2.41025641025641
GREEN LEAVES AND BEADS PHONE CHARM,2,4.97,2,0,1.0
GREEN METAL BOX ARMY SUPPLIES,468,3914.5,135,78,3.466666666666667
GREEN METAL BOX TOP SECRET,16,132.0,4,4,4.0
GREEN METAL SWINGING BUNNY,319,278.16999999999996,42,29,7.595238095238095
GREEN MURANO TWIST BRACELET,51,215.20000000000002,22,6,2.3181818181818183
GREEN MURANO TWIST NECKLACE,11,109.53999999999999,8,4,1.375
GREEN PAIR HEART HAIR SLIDES,23,86.11,14,2,1.6428571428571428
GREEN PENDANT SHELL NECKLACE,1,5.09,1,0,1.0
GREEN PENDANT TRIPLE SHELL NECKLACE,12,63.11,10,2,1.2
GREEN PEONY CUSHION COVER,19,88.35000000000001,6,4,3.1666666666666665
GREEN POLKADOT BOWL,1576,2032.48,205,101,7.68780487804878
GREEN POLKADOT PLATE ,1078,1792.27,128,72,8.421875
GREEN POP ART MAO CUSHION COVER ,12,2.2800000000000002,2,1,6.0
GREEN REGENCY TEACUP AND SAUCER,7302,22826.3,1013,387,7.208292201382034
GREEN ROSE WASHBAG,324,1136.6,160,32,2.025
GREEN ROUND COMPACT MIRROR,144,210.56,21,8,6.857142857142857
GREEN SQUARE COMPACT MIRROR,131,203.51,20,14,6.55
GREEN STONE/CRYSTAL EARRINGS,14,40.95,13,0,1.0769230769230769
GREEN SWEETHEART BRACELET,103,423.41,44,15,2.340909090909091
GREEN VINTAGE EARRINGS ,39,158.08,28,4,1.3928571428571428
GREEN VINTAGE SPOT BEAKER,4625,4444.2300000000005,185,107,25.0
GREEN WIRE STANDING CANDLE HOLDER,38,157.34,18,12,2.111111111111111
GREEN WITH METAL BAG CHARM,3,14.850000000000001,1,1,3.0
GREEN/BLUE CERAMIC CANDLE HOLDER,8,13.2,1,1,8.0
GREEN/BLUE FLOWER DESIGN BIG MUG,23,13.65,8,8,2.875
"GREETING CARD, OVERCROWDED POOL.",270,74.7,53,15,5.09433962264151
"GREETING CARD, STICKY GORDON",245,70.78,53,12,4.622641509433962
"GREETING CARD, TWO SISTERS.",127,53.88,40,2,3.175
"GREETING CARD,SQUARE, DOUGHNUTS",174,80.46,27,12,6.444444444444445
GREY ACRYLIC FACETED BANGLE,34,57.55,10,3,3.4
GREY FLORAL FELTCRAFT SHOULDER BAG,266,1031.69,83,63,3.2048192771084336
GREY HEART HOT WATER BOTTLE,3231,12805.33,561,337,5.759358288770054
GROOVY CACTUS INFLATABLE,303,119.08999999999999,22,19,13.772727272727273
GROW A FLYTRAP OR SUNFLOWER IN TIN,16244,17927.45,305,167,53.25901639344262
GROW YOUR OWN BASIL IN ENAMEL MUG,1051,2301.31,219,130,4.799086757990867
GROW YOUR OWN FLOWERS SET OF 3,296,1241.3,78,68,3.7948717948717947
GROW YOUR OWN HERBS SET OF 3,165,1399.69,90,60,1.8333333333333333
GROW YOUR OWN PLANT IN A CAN ,839,1107.87,57,29,14.719298245614034
GUMBALL COAT RACK,7962,18890.47,681,262,11.691629955947137
GUMBALL MAGAZINE RACK,622,5198.66,232,118,2.6810344827586206
GUMBALL MONOCHROME COAT RACK,620,895.72,109,25,5.6880733944954125
GYMKHANA TREASURE BOOK BOX,1719,3824.5299999999997,200,128,8.595
GYMKHANNA TREASURE BOOK BOX,120,261.84000000000003,14,14,8.571428571428571
HAIRCLIPS FORTIES FABRIC ASSORTED,1346,587.86,61,53,22.065573770491802
HALL CABINET WITH 3 DRAWERS,76,2603.5299999999997,5,4,15.2
HAND OPEN SHAPE DECO.WHITE,92,270.02000000000004,5,5,18.4
HAND OPEN SHAPE GOLD,199,681.59,30,23,6.633333333333334
HAND OVER THE CHOCOLATE   SIGN ,8272,15983.330000000002,677,270,12.21861152141802
HAND PAINTED HANGING EASTER EGG,22,9.24,3,3,7.333333333333333
HAND TOWEL PALE BLUE W FLOWERS,223,453.39,29,17,7.689655172413793
HAND TOWEL PINK FLOWER AND DAISY,217,372.33,23,8,9.434782608695652
HAND WARMER BABUSHKA DESIGN,4970,7136.2300000000005,368,199,13.505434782608695
HAND WARMER BIRD DESIGN,6441,14078.69,554,333,11.626353790613718
HAND WARMER OWL DESIGN,8498,17910.030000000002,654,375,12.99388379204893
HAND WARMER RED LOVE HEART,4027,8941.61,397,268,10.143576826196474
HAND WARMER RED POLKA DOT,120,225.00000000000003,18,2,6.666666666666667
HAND WARMER RED RETROSPOT,4354,8770.43,374,258,11.641711229946525
HAND WARMER SCOTTY DOG DESIGN,6632,14410.62,548,329,12.102189781021897
HAND WARMER UNION JACK,4867,10057.320000000002,479,300,10.160751565762004
HANGING  BUTTERFLY T-LIGHT HOLDER,1340,1651.36,73,57,18.356164383561644
HANGING BAUBLE T-LIGHT HOLDER LARGE,33,108.71000000000001,15,9,2.2
HANGING BAUBLE T-LIGHT HOLDER SMALL,269,611.57,26,16,10.346153846153847
HANGING BUTTERFLY  EGG,9,7.6499999999999995,3,2,3.0
HANGING CHICK  YELLOW DECORATION,1139,1608.86,112,76,10.169642857142858
HANGING CHICK CREAM DECORATION,1317,1946.62,120,72,10.975
HANGING CHICK GREEN DECORATION,907,1341.6699999999998,122,63,7.434426229508197
HANGING CLEAR MINI BOTTLE,1734,1051.14,41,33,42.292682926829265
HANGING ENGRAVED METAL HEART,297,1249.1100000000001,78,63,3.8076923076923075
HANGING FAIRY CAKE DECORATION,820,1484.3,72,25,11.38888888888889
HANGING GLASS ETCHED TEALIGHT,133,208.46999999999997,11,9,12.090909090909092
HANGING HEART BASKET,11,23.1,3,3,3.6666666666666665
HANGING HEART BONHEUR,610,538.75,69,53,8.840579710144928
HANGING HEART JAR T-LIGHT HOLDER,12512,16477.53,728,304,17.186813186813186
HANGING HEART MIRROR DECORATION ,2341,1708.0700000000002,289,83,8.100346020761245
HANGING HEART WITH BELL,4620,2376.0499999999997,219,106,21.095890410958905
HANGING HEART ZINC T-LIGHT HOLDER,9143,8168.9,603,271,15.162520729684909
HANGING HEN ON NEST DECORATION,829,1420.4699999999998,114,72,7.271929824561403
HANGING JAM JAR T-LIGHT HOLDER,10792,8560.84,348,193,31.011494252873565
HANGING JAM JAR T-LIGHT HOLDERS,2813,2298.0499999999997,92,61,30.57608695652174
HANGING MEDINA LANTERN SMALL,81,259.67,28,20,2.892857142857143
HANGING METAL CHICKEN DECORATION,152,198.52,34,19,4.470588235294118
HANGING METAL HEART LANTERN,3423,5519.419999999999,351,191,9.752136752136753
HANGING METAL RABBIT DECORATION,475,618.2,58,37,8.189655172413794
HANGING METAL STAR LANTERN,2060,3153.0899999999997,198,119,10.404040404040405
HANGING MINI COLOURED BOTTLES,3443,2237.71,76,52,45.30263157894737
HANGING PHOTO CLIP ROPE LADDER,748,1277.4699999999998,86,29,8.69767441860465
HANGING QUILTED PATCHWORK APPLES,1258,1108.58,89,76,14.134831460674157
HANGING RIDGE GLASS T-LIGHT HOLDER,36,60.84,2,1,18.0
HANGING SPRING FLOWER EGG LARGE,948,823.7399999999999,73,52,12.986301369863014
HANGING SPRING FLOWER EGG SMALL,1197,489.17,72,50,16.625
HANGING WOOD AND FELT BUTTERFLY ,896,409.41,127,45,7.05511811023622
HANGING WOOD AND FELT FLOWER,2055,325.96,104,40,19.759615384615383
HANGING WOOD AND FELT HEART,676,314.81,106,34,6.377358490566038
HAPPY BIRTHDAY CARD STRIPEY TEDDY,13,2.47,2,2,6.5
HAPPY BIRTHDAY CARD TEDDY/CAKE,5,0.95,1,1,5.0
HAPPY EASTER HANGING DECORATION,244,945.9499999999999,53,35,4.60377358490566
HAPPY STENCIL CRAFT,2831,3358.1800000000003,281,171,10.07473309608541
HARDMAN MUG 3 ASSORTED,65,32.42,13,11,5.0
HAWAIIAN GRASS SKIRT ,324,380.36,28,20,11.571428571428571
HAYNES CAMPER SHOULDER BAG,1,16.63,1,0,1.0
HEADS AND TAILS SPORTING FUN,1977,2351.44,209,149,9.45933014354067
HEART BEADED TRELLIS DECORATION,249,528.1700000000001,42,34,5.928571428571429
HEART BUTTONS JEWELLERY BOX,68,356.11,30,4,2.2666666666666666
HEART CALCULATOR,1183,1545.59,131,65,9.030534351145038
HEART DECORATION PAINTED ZINC ,2386,1672.7900000000002,225,88,10.604444444444445
HEART DECORATION RUSTIC HANGING ,5088,1647.16,340,118,14.964705882352941
HEART DECORATION WITH PEARLS ,2198,2114.83,256,106,8.5859375
HEART FILIGREE DOVE  SMALL,5534,6901.33,299,162,18.50836120401338
HEART FILIGREE DOVE LARGE,2807,4643.669999999999,250,155,11.228
HEART GARLAND RUSTIC PADDED,264,841.24,91,21,2.901098901098901
HEART IVORY TRELLIS LARGE,3156,5274.119999999999,318,189,9.924528301886792
HEART IVORY TRELLIS SMALL,4171,5468.66,378,157,11.034391534391535
HEART MINI PORTRAIT FRAME,518,1021.76,87,69,5.954022988505747
HEART MIRROR ANTIQUE WHITE,358,2354.8,76,64,4.7105263157894735
HEART OF WICKER LARGE,9901,30139.41,925,485,10.703783783783784
HEART OF WICKER SMALL,17971,32107.8,1201,573,14.963363863447128
HEART SHAPE WIRELESS DOORBELL,447,802.13,49,30,9.122448979591837
HEART SHAPED HOLLY WREATH,950,3999.5000000000005,172,138,5.523255813953488
HEART SHAPED MIRROR,5,8.45,2,2,2.5
HEART STRING MEMO HOLDER HANGING,875,1042.78,122,41,7.172131147540983
HEART T-LIGHT HOLDER,146,144.52,10,5,14.6
HEART T-LIGHT HOLDER ,78,117.57,15,11,5.2
HEART T-LIGHT HOLDER WILLIE WINKIE,969,1649.0499999999997,112,88,8.651785714285714
HEART TRELLIS TRIPLE T-LIGHT HOLDER,129,395.11,30,20,4.3
HEART TRELLISTRIPLE T-LIGHT HOLDER,56,152.24,5,5,11.2
HEART WOODEN CHRISTMAS DECORATION,2336,2202.14,222,131,10.522522522522523
HEART WREATH DECORATION WITH BELL,2288,2850.89,185,103,12.367567567567567
HEARTS  STICKERS,835,737.8399999999999,119,62,7.016806722689076
HEARTS GIFT TAPE,1178,386.77000000000004,94,52,12.53191489361702
HEARTS WRAPPING TAPE ,5,3.25,3,3,1.6666666666666667
HEAVENS SCENT FRAGRANCE OILS ASSTD,72,20.88,1,1,72.0
HELLO SAILOR BATHROOM SET,14,52.5,9,8,1.5555555555555556
HELLO SAILOR BLUE SOAP HOLDER,180,344.34000000000003,53,25,3.3962264150943398
HEN HOUSE DECORATION,954,1641.62,131,78,7.282442748091603
HEN HOUSE W CHICK IN NEST,1,0.42,1,1,1.0
HEN HOUSE W CHICK STANDING,283,118.21,24,13,11.791666666666666
HEN HOUSE W FAMILY IN BARN & NEST,51,36.21,10,9,5.1
HEN HOUSE WITH CHICK STANDING,14,5.88,3,3,4.666666666666667
HEN PARTY CORDON BARRIER TAPE,202,247.63,40,20,5.05
HENRIETTA HEN MUG ,306,534.66,42,30,7.285714285714286
HERB MARKER BASIL,3427,2155.94,242,133,14.161157024793388
HERB MARKER CHIVES ,1721,1184.1200000000001,209,116,8.23444976076555
HERB MARKER MINT,1757,1224.46,240,132,7.320833333333334
HERB MARKER PARSLEY,1874,1278.6000000000001,238,130,7.873949579831932
HERB MARKER ROSEMARY,1944,1344.77,240,132,8.1
HERB MARKER THYME,1908,1316.16,237,130,8.050632911392405
HI TEC ALPINE HAND WARMER,845,962.9599999999999,107,46,7.897196261682243
HILDA CANDY SPOT RABBIT,25,109.23,16,10,1.5625
HIPPY CHIC DECORATIVE PARASOL,169,896.01,27,15,6.2592592592592595
